"Cabinet approves 3 new AIIMS at Gujarat, Jammu and Kashmir","The Cabinet on Thursday approved the establishment of three new All India Institute of Medical Sciences (AIIMS)- two in Jammu and Kashmir and one in Gujarat. The AIIMS will be set under Pradhan Mantri Swasthya Suraksha Yojana scheme. The AIIMS at Gujarat will be set in Rajkot, nwhile those in Jammu and Kashmir will be set in Vijaynagar and Awantipora."
Foreign currency worth Ã¢Â‚Â¹38 lakh seized at Hyderabad Airport,"The Central Industrial Security Force (CISF) on Wednesday seized foreign currency worth around Ã¢Â‚Â¹38.7 lakh at the Rajiv Gandhi International Airport, Hyderabad. The passenger from whom the currency was seized was an Indian national who was flying to Dubai. He was caught based on random profiling after a CISF personnel intercepted him at the International Departure segment."
Hotstar takes down Pandya and Rahul's Koffee With Karan episode,"Amid the outrage over Hardik Pandya and KL Rahul's controversial remarks on the sets of Koffee With Karan, Hotstar on Thursday took down the episode. The Indian cricketers were earlier issued show cause notices by the BCCI for their comments about women on the show. Responding to the show cause notice, Pandya had said he is ""sincerely regretful""."
"Pujara watches ball closely than even Dravid, Sachin: Justin Langer","Praising India batsman Cheteshwar Pujara's performance in the Australia-India Test series, Australia head coach Justin Langer said that Pujara watches the ball closely than even former India batsmen Rahul Dravid and Sachin Tendulkar. ""I have never seen a batsman watch the ball as closely as [Pujara] does...His concentration was a challenge,"" Langer added. Pujara smashed three hundreds in the series"
Means a lot: Pujara thanks Viv Richards for congratulatory message,"India batsman Cheteshwar Pujara took to Twitter to thank former Windies captain Viv Richards for the latter's congratulatory message following India's Test series win. ""Thank you so much Sir! Means a lot coming from someone I've looked up to!"" wrote Pujara. Praising Pujara for ""excellent batsmanship"", Richards had said, ""Exceptional batting..in such difficult conditions, going on to make history."""
Australia to don 1986-inspired green and gold kit in ODIs vs India,Australian cricket team members will don retro jerseys in the upcoming ODI series against India. The jerseys are inspired from the green and gold kits that former captain Allan Border's side wore during the ODI series against India in 1986. The first match of the three-match ODI series will take place in Sydney on Saturday.
MS Dhoni is like a guiding light for Team India: Rohit Sharma,"Talking about former India captain MS Dhoni ahead of the Australia-India ODI series, India opener Rohit Sharma said that Dhoni is like a guiding light for Team India.  Ã¢Â€ÂœHe has finished so many games for us, that role he plays is very important in terms of his batting. His calmness, his advice is very important,"" he added."
US police issue warrant for Ronaldo's DNA in rape investigation,"Las Vegas police have issued a warrant to collect DNA from Juventus forward Cristiano Ronaldo in the wake of allegations that he raped a woman in the city in 2009. ""Ronaldo has always maintained...that what occurred in...2009 was consensual in nature, so it is not surprising that DNA would be present,"" Ronaldo's lawyer Peter Christiansen said."
Mary Kom becomes world number one woman boxer in 48-kg category,"Mary Kom, who had become the first ever woman boxer to win six world championship titles in November last year, has been ranked number one by the International Boxing Association (AIBA) in the light fly (45-48kg) category. The 35-year-old tops her weight division with 1700 points. Ukraine's 22-year-old boxer Hanna Okhota is ranked second, with 1100 points."
Hosts UAE hand India their first defeat of Asian Cup 2019,"India suffered their first defeat of Asian Cup 2019 after losing 0-2 to hosts UAE in Abu Dhabi on Thursday. India are currently placed second in Group A with three points and a goal difference of one, while UAE are on top with four points. India will play their last group match on Monday against Bahrain."
"Ã¢Â‚Â¹1.35 cr seized, 83 arrested in tennis match-fixing probe in Spain","An organised crime group involved in manipulating professional tennis competitions was dismantled in Spain after 83 people, including 28 professional tennis players, were arrested in an operation led by Spanish Civil Guard and supported by Europol. The authorities also seized Ã¢Â‚Â¬167,000 (Ã¢Â‚Â¹1.35 crore) cash, a shotgun, over 50 electronic devices, credit cards and five luxury vehicles among others."
"Robotic sex toy wins CES innovation award, later taken back","A Robotics Innovation Award at CES 2019 was revoked after being offered to a ""female-focused"" sex toy developed by startup Lora DiCarlo, over claims that it was ""immoral, obscene, indecent or profane"". The startup's Founder Lora Haddock accused the organisers of sexism and bias while adding ""a literal sex doll for men launched on the floor at CES in 2018""."
"Baby decapitated in failed delivery, male nurse leaves head inside","A male nurse allegedly decapitated a baby while helping a woman deliver at a Rajasthan health centre and sent her off to another hospital after hiding its torso. Later, doctors at a Jodhpur government hospital examined the woman and found the baby's head inside her. The nurse then led the police to the morgue, where he had placed the body."
"Chinese pilot suspended, fined Ã¢Â‚Â¹1 lakh for allowing wife in cockpit","A pilot with Donghai Airlines has been suspended for 6 months and fined over Ã¢Â‚Â¹1 lakh for allowing his wife to enter the cockpit. According to the airline, the pilot had let his wife into the cockpit on two flights last year. The pilot, who had not bought full tickets, has also been ordered to pay for his wife's journey."
"I wish him luck, it's going to be a beauty: Trump on Bezos' divorce","When asked by a reporter to comment on the divorce of world's richest person Jeff Bezos, twice-divorced US President Donald Trump said, ""I wish him luck. It's going to be a beauty"". Trump has in the past criticised his administration's coverage by Bezos-owned Washington Post. Bezos and his wife MacKenzie on Wednesday announced they'd divorce after 25 years of marriage."
Sunil Grover's 'Kanpur Waale Khuranas' to go off air,"Sunil Grover's 'Kanpur Waale Khuranas' will go off air soon, as the show was intended as a miniseries that would air for eight weeks. ""It is because of me. I had signed the show for eight weeks only because my dates were locked for 'Bharat', the movie...I am kickstarting the last leg of the shoot for 'Bharat',"" said Sunil. "
Taking over 'Housefull 4' wasn't tough: Director Farhad,"While speaking about replacing filmmaker Sajid Khan as director for the upcoming film 'Housefull 4', Farhad Samji said, ""It wasn't difficult at all."" ""We had fun shooting it and we completed the film, laughing along the way,"" Farhad said. Sajid Khan stepped down as director following sexual harassment allegations levelled against him by multiple women."
SC denies urgent hearing on plea against 'The Accidental...',The Supreme Court has rejected an urgent hearing on a plea challenging the Delhi High Court's decision to dismiss a petition against the film 'The Accidental Prime Minister'. The petition in the High Court had sought a ban on the trailer of the upcoming film. The plea in Supreme Court sought to suspend the release and exhibition of the film.
